0	0	20150101	1
0	0	20150102	1
0	0	20150103	1
0	0	20150104	1
0	0	20150105	1
0	0	20150106	1
0	0	20150107	1
0	0	20150108	1
0	0	20150109	1
0	0	20150110	1
0	0	20150111	1
0	0	20150112	1
0	0	20150113	1
0	0	20150114	1
0	0	20150115	1
0	0	20150116	1
0	0	20150117	1
0	0	20150118	1
0	0	20150119	1
0	0	20150120	1
0	0	20150121	1
0	0	20150122	1
0	0	20150123	1
0	0	20150124	1
0	0	20150125	1
0	0	20150126	1
0	0	20150127	1
0	0	20150128	1
0	0	20150129	1
0	0	20150130	1
0	0	20150131	1
0	0	20150201	1
0	0	20150202	1
0	0	20150203	1
0	0	20150204	1
0	0	20150205	1
0	0	20150206	1
0	0	20150207	1
0	0	20150208	1
0	0	20150209	1
0	0	20150210	1
0	0	20150211	1
0	0	20150212	1
0	0	20150213	1
0	0	20150214	1
0	0	20150215	1
0	0	20150216	1
0	0	20150217	1
0	0	20150218	1
0	0	20150219	1
0	0	20150220	1
0	0	20150221	1
0	0	20150222	1
0	0	20150223	1
0	0	20150224	1
0	0	20150225	1
0	0	20150226	1
0	0	20150227	1
0	0	20150228	1
0	0	20150301	1
0	0	20150302	1
0	0	20150303	1
0	0	20150304	1
0	0	20150305	1
0	0	20150306	1
0	0	20150307	1
0	0	20150308	1
0	0	20150309	1
0	0	20150310	1
0	0	20150311	1
0	0	20150312	1
0	0	20150313	1
0	0	20150314	1
0	0	20150315	1
0	0	20150316	1
0	0	20150317	1
0	0	20150318	1
0	0	20150319	1
0	0	20150320	1
0	0	20150321	1
0	0	20150322	1
0	0	20150323	1
0	0	20150324	1
0	0	20150325	1
0	0	20150326	1
0	0	20150327	1
0	0	20150328	1
0	0	20150329	1
0	0	20150330	1
0	0	20150331	1
0	0	20150401	1
0	0	20150402	1
0	0	20150403	1
0	0	20150404	1
0	0	20150405	1
0	0	20150406	1
0	0	20150407	1
0	0	20150408	1
0	0	20150409	1
0	0	20150410	1
0	0	20150411	1
0	0	20150412	1
0	0	20150413	1
0	0	20150414	1
0	0	20150415	1
0	0	20150416	1
0	0	20150417	1
0	0	20150418	1
0	0	20150419	1
0	0	20150420	1
0	0	20150421	1
0	0	20150422	1
0	0	20150423	1
0	0	20150424	1
0	0	20150425	1
0	0	20150426	1
0	0	20150427	1
0	0	20150428	1
0	0	20150429	1
0	0	20150430	1
0	0	20150501	1
0	0	20150502	1
0	0	20150503	1
0	0	20150504	1
0	0	20150505	1
0	0	20150506	1
0	0	20150507	1
0	0	20150508	1
0	0	20150509	1
0	0	20150510	1
0	0	20150511	1
0	0	20150512	1
0	0	20150513	1
0	0	20150514	1
0	0	20150515	1
0	0	20150516	1
0	0	20150517	1
0	0	20150518	1
0	0	20150519	1
0	0	20150520	1
0	0	20150521	1
0	0	20150522	1
0	0	20150523	1
0	0	20150524	1
0	0	20150525	1
0	0	20150526	1
0	0	20150527	1
0	0	20150528	1
0	0	20150529	1
0	0	20150530	1
0	0	20150531	1
0	0	20150601	1
0	0	20150602	1
0	0	20150603	1
0	0	20150604	1
0	0	20150605	1
0	0	20150606	1
0	0	20150607	1
0	0	20150608	1
0	0	20150609	1
0	0	20150610	1
0	0	20150611	1
0	0	20150612	1
0	0	20150613	1
0	0	20150614	1
0	0	20150615	1
0	0	20150616	1
0	0	20150617	1
0	0	20150618	1
0	0	20150619	1
0	0	20150620	1
0	0	20150621	1
0	0	20150622	1
0	0	20150623	1
0	0	20150624	1
0	0	20150625	1
0	0	20150626	1
0	0	20150627	1
0	0	20150628	1
0	0	20150629	1
0	0	20150630	1
0	0	20150701	1
0	0	20150702	1
0	0	20150703	1
0	0	20150704	1
0	0	20150705	1
0	0	20150706	1
0	0	20150707	1
0	0	20150708	1
0	0	20150709	1
0	0	20150710	1
0	0	20150711	1
0	0	20150712	1
0	0	20150713	1
0	0	20150714	1
0	0	20150715	1
0	0	20150716	1
0	0	20150717	1
0	0	20150718	1
0	0	20150719	1
0	0	20150720	1
0	0	20150721	1
0	0	20150722	1
0	0	20150723	1
0	0	20150724	1
0	0	20150725	1
0	0	20150726	1
0	0	20150727	1
0	0	20150728	1
0	0	20150729	1
0	0	20150730	1
0	0	20150731	1
0	0	20150801	1
0	0	20150802	1
0	0	20150803	1
0	0	20150804	1
