0	Country 0
1	Country 1
2	Country 2
3	Country 3
4	Country 4
5	Country 5
6	Country 6
7	Country 7
8	Country 8
9	Country 9
10	Country 10
11	Country 11
12	Country 12
13	Country 13
14	Country 14
15	Country 15
16	Country 16
17	Country 17
18	Country 18
19	Country 19
20	Country 20
21	Country 21
22	Country 22
23	Country 23
24	Country 24
25	Country 25
26	Country 26
27	Country 27
28	Country 28
29	Country 29
30	Country 30
31	Country 31
32	Country 32
33	Country 33
34	Country 34
35	Country 35
36	Country 36
37	Country 37
38	Country 38
39	Country 39
40	Country 40
41	Country 41
42	Country 42
43	Country 43
44	Country 44
45	Country 45
46	Country 46
47	Country 47
48	Country 48
49	Country 49
50	Country 50
51	Country 51
52	Country 52
53	Country 53
54	Country 54
55	Country 55
56	Country 56
57	Country 57
58	Country 58
59	Country 59
60	Country 60
61	Country 61
62	Country 62
63	Country 63
64	Country 64
65	Country 65
66	Country 66
67	Country 67
68	Country 68
69	Country 69
70	Country 70
71	Country 71
72	Country 72
73	Country 73
74	Country 74
75	Country 75
76	Country 76
77	Country 77
78	Country 78
79	Country 79
80	Country 80
81	Country 81
82	Country 82
83	Country 83
84	Country 84
85	Country 85
86	Country 86
87	Country 87
88	Country 88
89	Country 89
90	Country 90
91	Country 91
92	Country 92
93	Country 93
94	Country 94
95	Country 95
96	Country 96
97	Country 97
98	Country 98
99	Country 99
100	Country 100
101	Country 101
102	Country 102
103	Country 103
104	Country 104
105	Country 105
106	Country 106
107	Country 107
108	Country 108
109	Country 109
110	Country 110
111	Country 111
112	Country 112
113	Country 113
114	Country 114
115	Country 115
116	Country 116
117	Country 117
118	Country 118
119	Country 119
120	Country 120
121	Country 121
122	Country 122
123	Country 123
124	Country 124
125	Country 125
126	Country 126
127	Country 127
128	Country 128
129	Country 129
130	Country 130
131	Country 131
132	Country 132
133	Country 133
134	Country 134
135	Country 135
136	Country 136
137	Country 137
138	Country 138
139	Country 139
140	Country 140
141	Country 141
142	Country 142
143	Country 143
144	Country 144
145	Country 145
146	Country 146
147	Country 147
148	Country 148
149	Country 149
150	Country 150
151	Country 151
152	Country 152
153	Country 153
154	Country 154
155	Country 155
156	Country 156
157	Country 157
158	Country 158
159	Country 159
160	Country 160
161	Country 161
162	Country 162
163	Country 163
164	Country 164
165	Country 165
166	Country 166
167	Country 167
168	Country 168
169	Country 169
170	Country 170
171	Country 171
172	Country 172
173	Country 173
174	Country 174
175	Country 175
176	Country 176
177	Country 177
178	Country 178
179	Country 179
180	Country 180
181	Country 181
182	Country 182
183	Country 183
184	Country 184
185	Country 185
186	Country 186
187	Country 187
188	Country 188
189	Country 189
190	Country 190
191	Country 191
192	Country 192
193	Country 193
