0	20150101	11	29	222	22	23	29	18	2016-03-04 11:09:26.070200
0	20150102	4	90	103	51	64	228	29	2016-03-04 11:09:26.070235
0	20150103	5	79	161	21	114	139	61	2016-03-04 11:09:26.070256
0	20150104	10	85	188	38	115	168	45	2016-03-04 11:09:26.070275
0	20150105	5	31	109	22	102	218	62	2016-03-04 11:09:26.070293
0	20150106	3	72	66	20	55	141	31	2016-03-04 11:09:26.070311
0	20150107	8	0	195	24	110	91	50	2016-03-04 11:09:26.070330
0	20150108	4	59	173	19	6	202	61	2016-03-04 11:09:26.070348
0	20150109	2	24	33	22	95	210	35	2016-03-04 11:09:26.070366
0	20150110	9	91	105	33	57	60	58	2016-03-04 11:09:26.070384
0	20150111	3	30	146	32	127	124	69	2016-03-04 11:09:26.070402
0	20150112	1	46	97	12	53	164	48	2016-03-04 11:09:26.070421
0	20150113	2	2	79	41	52	119	24	2016-03-04 11:09:26.070439
0	20150114	10	91	21	15	17	115	57	2016-03-04 11:09:26.070457
0	20150115	10	85	104	29	107	59	50	2016-03-04 11:09:26.070475
0	20150116	10	71	182	28	95	134	41	2016-03-04 11:09:26.070493
0	20150117	8	45	198	37	77	194	53	2016-03-04 11:09:26.070512
0	20150118	4	2	80	36	65	203	73	2016-03-04 11:09:26.070530
0	20150119	7	52	62	38	33	104	61	2016-03-04 11:09:26.070549
0	20150120	9	42	93	35	81	74	45	2016-03-04 11:09:26.070583
0	20150121	4	6	82	21	75	100	55	2016-03-04 11:09:26.070604
0	20150122	8	77	248	10	34	96	61	2016-03-04 11:09:26.070623
0	20150123	6	94	57	41	111	288	22	2016-03-04 11:09:26.070652
0	20150124	11	24	220	32	126	79	67	2016-03-04 11:09:26.070671
0	20150125	11	97	69	36	64	234	63	2016-03-04 11:09:26.070689
0	20150126	5	14	87	47	137	77	55	2016-03-04 11:09:26.070707
0	20150127	7	60	233	32	26	99	83	2016-03-04 11:09:26.070725
0	20150128	6	8	94	33	76	264	59	2016-03-04 11:09:26.070743
0	20150129	2	17	24	24	34	102	39	2016-03-04 11:09:26.070761
0	20150130	6	93	7	30	34	38	49	2016-03-04 11:09:26.070778
0	20150131	5	7	229	24	103	14	41	2016-03-04 11:09:26.070797
0	20150201	6	70	24	28	14	254	56	2016-03-04 11:09:26.070815
0	20150202	2	25	182	34	95	37	36	2016-03-04 11:09:26.070833
0	20150203	3	47	250	35	38	208	56	2016-03-04 11:09:26.070851
0	20150204	7	20	192	22	53	290	41	2016-03-04 11:09:26.070869
0	20150205	6	57	127	41	45	222	37	2016-03-04 11:09:26.070887
0	20150206	8	52	124	22	77	153	48	2016-03-04 11:09:26.070905
0	20150207	6	90	203	48	80	137	54	2016-03-04 11:09:26.070923
0	20150208	11	22	141	23	116	232	63	2016-03-04 11:09:26.070941
0	20150209	7	40	119	18	35	160	40	2016-03-04 11:09:26.070959
0	20150210	5	86	41	21	78	154	32	2016-03-04 11:09:26.070977
0	20150211	7	65	240	19	122	51	54	2016-03-04 11:09:26.070995
0	20150212	11	34	152	33	76	276	44	2016-03-04 11:09:26.071013
0	20150213	10	35	112	18	58	179	72	2016-03-04 11:09:26.071031
0	20150214	8	16	200	36	56	133	27	2016-03-04 11:09:26.071049
0	20150215	7	90	32	13	21	232	49	2016-03-04 11:09:26.071067
0	20150216	3	64	84	14	127	68	22	2016-03-04 11:09:26.071085
0	20150217	9	65	178	29	70	95	20	2016-03-04 11:09:26.071103
0	20150218	8	17	168	27	73	196	60	2016-03-04 11:09:26.071121
0	20150219	8	39	225	38	48	191	62	2016-03-04 11:09:26.071139
0	20150220	3	70	163	16	61	262	54	2016-03-04 11:09:26.071157
0	20150221	5	63	57	35	93	195	28	2016-03-04 11:09:26.071175
0	20150222	5	30	3	16	103	96	68	2016-03-04 11:09:26.071193
0	20150223	11	96	45	43	41	16	53	2016-03-04 11:09:26.071211
0	20150224	1	41	237	48	111	66	63	2016-03-04 11:09:26.071229
0	20150225	7	12	50	35	67	271	71	2016-03-04 11:09:26.071247
0	20150226	11	25	227	28	31	66	51	2016-03-04 11:09:26.071265
0	20150227	6	45	87	45	53	262	67	2016-03-04 11:09:26.071283
0	20150228	2	21	41	20	67	124	53	2016-03-04 11:09:26.071301
0	20150301	6	68	177	36	28	65	27	2016-03-04 11:09:26.071318
0	20150302	5	76	27	25	105	190	62	2016-03-04 11:09:26.071336
0	20150303	9	43	175	13	90	34	65	2016-03-04 11:09:26.071354
0	20150304	11	54	39	44	54	198	24	2016-03-04 11:09:26.071372
0	20150305	2	74	118	18	79	68	54	2016-03-04 11:09:26.071391
0	20150306	7	66	208	37	89	144	55	2016-03-04 11:09:26.071409
0	20150307	4	87	45	43	82	248	73	2016-03-04 11:09:26.071427
0	20150308	9	99	109	14	116	67	55	2016-03-04 11:09:26.071445
0	20150309	11	63	100	18	114	115	39	2016-03-04 11:09:26.071463
0	20150310	10	75	168	47	72	131	41	2016-03-04 11:09:26.071490
0	20150311	1	2	200	37	110	206	78	2016-03-04 11:09:26.071510
0	20150312	6	78	184	30	10	232	60	2016-03-04 11:09:26.071529
0	20150313	8	3	224	21	87	212	60	2016-03-04 11:09:26.071547
0	20150314	4	54	216	41	17	235	35	2016-03-04 11:09:26.071565
0	20150315	9	5	190	39	70	226	53	2016-03-04 11:09:26.071587
0	20150316	5	61	62	33	15	228	53	2016-03-04 11:09:26.071605
0	20150317	4	16	19	18	97	98	73	2016-03-04 11:09:26.071624
0	20150318	8	44	3	21	22	58	30	2016-03-04 11:09:26.071642
0	20150319	6	62	16	47	81	36	34	2016-03-04 11:09:26.071660
0	20150320	5	51	98	31	95	47	71	2016-03-04 11:09:26.071678
0	20150321	6	21	99	35	70	134	71	2016-03-04 11:09:26.071696
0	20150322	7	26	103	35	29	134	68	2016-03-04 11:09:26.071714
0	20150323	5	50	245	28	32	129	69	2016-03-04 11:09:26.071732
0	20150324	8	76	98	25	83	280	63	2016-03-04 11:09:26.071750
0	20150325	6	60	237	28	104	127	52	2016-03-04 11:09:26.071768
0	20150326	8	40	95	18	93	251	44	2016-03-04 11:09:26.071786
0	20150327	10	36	44	40	74	111	46	2016-03-04 11:09:26.071805
0	20150328	8	61	64	49	64	83	49	2016-03-04 11:09:26.071823
0	20150329	10	39	157	45	85	103	88	2016-03-04 11:09:26.071841
0	20150330	11	78	61	47	48	181	76	2016-03-04 11:09:26.071859
0	20150331	1	8	15	50	113	70	70	2016-03-04 11:09:26.071877
0	20150401	3	12	235	17	26	25	72	2016-03-04 11:09:26.071896
0	20150402	11	98	187	21	40	259	40	2016-03-04 11:09:26.071914
0	20150403	3	8	111	43	119	203	27	2016-03-04 11:09:26.071932
0	20150404	1	42	3	30	24	148	63	2016-03-04 11:09:26.071950
0	20150405	8	61	214	14	60	33	42	2016-03-04 11:09:26.071968
0	20150406	4	10	145	20	99	247	34	2016-03-04 11:09:26.071986
0	20150407	10	65	47	32	22	172	31	2016-03-04 11:09:26.072004
0	20150408	2	69	125	26	71	74	44	2016-03-04 11:09:26.072022
0	20150409	5	77	182	19	84	144	58	2016-03-04 11:09:26.072040
0	20150410	8	48	190	19	116	222	29	2016-03-04 11:09:26.072058
0	20150411	11	53	134	15	73	217	42	2016-03-04 11:09:26.072076
0	20150412	2	23	214	50	69	143	42	2016-03-04 11:09:26.072094
0	20150413	6	10	113	28	53	228	65	2016-03-04 11:09:26.072124
0	20150414	2	19	197	37	23	146	64	2016-03-04 11:09:26.072143
0	20150415	7	8	126	11	24	218	70	2016-03-04 11:09:26.072172
0	20150416	9	49	89	38	42	135	49	2016-03-04 11:09:26.072191
0	20150417	11	81	138	40	61	99	55	2016-03-04 11:09:26.072209
0	20150418	10	94	212	43	116	143	64	2016-03-04 11:09:26.072228
0	20150419	3	49	27	28	115	227	73	2016-03-04 11:09:26.072246
0	20150420	11	15	41	21	56	67	45	2016-03-04 11:09:26.072264
0	20150421	10	8	135	30	41	55	52	2016-03-04 11:09:26.072282
0	20150422	7	73	224	22	41	156	39	2016-03-04 11:09:26.072301
0	20150423	9	79	141	21	81	248	40	2016-03-04 11:09:26.072319
0	20150424	3	40	63	37	102	179	54	2016-03-04 11:09:26.072337
0	20150425	7	99	175	43	65	84	74	2016-03-04 11:09:26.072355
0	20150426	5	27	140	34	134	189	74	2016-03-04 11:09:26.072373
0	20150427	1	2	16	13	62	170	54	2016-03-04 11:09:26.072391
0	20150428	2	77	215	41	37	53	32	2016-03-04 11:09:26.072409
0	20150429	1	30	32	27	102	238	72	2016-03-04 11:09:26.072427
0	20150430	8	59	218	27	46	60	36	2016-03-04 11:09:26.072445
0	20150501	11	30	36	33	90	246	64	2016-03-04 11:09:26.072463
0	20150502	9	90	187	34	41	48	39	2016-03-04 11:09:26.072481
0	20150503	11	17	126	25	100	211	51	2016-03-04 11:09:26.072499
0	20150504	9	38	130	18	36	150	43	2016-03-04 11:09:26.072517
0	20150505	2	63	232	34	67	162	44	2016-03-04 11:09:26.072535
0	20150506	5	55	167	34	89	251	65	2016-03-04 11:09:26.072553
0	20150507	6	10	120	42	88	180	66	2016-03-04 11:09:26.072585
0	20150508	10	29	56	17	31	129	73	2016-03-04 11:09:26.072605
0	20150509	4	60	51	27	64	75	27	2016-03-04 11:09:26.072625
0	20150510	8	69	97	44	96	76	54	2016-03-04 11:09:26.072645
0	20150511	4	80	50	34	103	129	76	2016-03-04 11:09:26.072664
0	20150512	11	87	196	29	116	76	69	2016-03-04 11:09:26.072683
0	20150513	8	85	87	21	104	214	61	2016-03-04 11:09:26.072703
0	20150514	7	3	216	47	112	101	61	2016-03-04 11:09:26.072722
0	20150515	7	97	217	15	10	232	75	2016-03-04 11:09:26.072741
0	20150516	8	59	189	42	129	239	42	2016-03-04 11:09:26.072761
0	20150517	2	75	65	17	86	205	71	2016-03-04 11:09:26.072787
0	20150518	1	45	87	36	103	101	49	2016-03-04 11:09:26.072808
0	20150519	9	79	26	25	66	122	54	2016-03-04 11:09:26.072828
0	20150520	6	20	16	19	94	54	61	2016-03-04 11:09:26.072848
0	20150521	11	87	47	11	36	42	32	2016-03-04 11:09:26.072876
0	20150522	1	44	130	50	105	81	40	2016-03-04 11:09:26.072894
0	20150523	6	86	138	26	71	166	89	2016-03-04 11:09:26.072913
