0	20150101	31	14	18	5	2016-03-04 11:09:25.870396
0	20150102	51	26	50	17	2016-03-04 11:09:25.870431
0	20150103	67	61	69	48	2016-03-04 11:09:25.870449
0	20150104	89	84	75	88	2016-03-04 11:09:25.870464
0	20150105	97	96	81	124	2016-03-04 11:09:25.870478
0	20150106	105	101	97	141	2016-03-04 11:09:25.870492
0	20150107	135	133	112	175	2016-03-04 11:09:25.870506
0	20150108	169	150	122	186	2016-03-04 11:09:25.870519
0	20150109	184	160	145	223	2016-03-04 11:09:25.870533
0	20150110	217	177	173	245	2016-03-04 11:09:25.870547
0	20150111	243	216	209	255	2016-03-04 11:09:25.870560
0	20150112	279	223	242	288	2016-03-04 11:09:25.870579
0	20150113	287	229	265	328	2016-03-04 11:09:25.870593
0	20150114	301	253	278	352	2016-03-04 11:09:25.870607
0	20150115	340	284	306	390	2016-03-04 11:09:25.870620
0	20150116	359	292	311	426	2016-03-04 11:09:25.870633
0	20150117	397	298	338	435	2016-03-04 11:09:25.870647
0	20150118	427	334	354	473	2016-03-04 11:09:25.870660
0	20150119	441	344	372	501	2016-03-04 11:09:25.870673
0	20150120	451	376	393	540	2016-03-04 11:09:25.870686
0	20150121	472	414	431	564	2016-03-04 11:09:25.870699
0	20150122	503	431	448	595	2016-03-04 11:09:25.870712
0	20150123	535	437	464	613	2016-03-04 11:09:25.870725
0	20150124	557	455	486	618	2016-03-04 11:09:25.870738
0	20150125	573	472	524	634	2016-03-04 11:09:25.870758
0	20150126	608	479	563	642	2016-03-04 11:09:25.870782
0	20150127	628	491	576	668	2016-03-04 11:09:25.870818
0	20150128	650	500	615	673	2016-03-04 11:09:25.870846
0	20150129	659	514	623	696	2016-03-04 11:09:25.870868
0	20150130	695	519	641	721	2016-03-04 11:09:25.870884
0	20150131	729	533	678	728	2016-03-04 11:09:25.870910
0	20150201	742	546	717	761	2016-03-04 11:09:25.870923
0	20150202	773	555	740	784	2016-03-04 11:09:25.870936
0	20150203	809	562	772	800	2016-03-04 11:09:25.870949
0	20150204	831	573	803	807	2016-03-04 11:09:25.870962
0	20150205	863	606	842	813	2016-03-04 11:09:25.870975
0	20150206	877	645	848	823	2016-03-04 11:09:25.870988
0	20150207	899	681	879	861	2016-03-04 11:09:25.871001
0	20150208	925	713	887	885	2016-03-04 11:09:25.871014
0	20150209	965	720	920	907	2016-03-04 11:09:25.871027
0	20150210	992	754	945	917	2016-03-04 11:09:25.871040
0	20150211	1019	793	960	939	2016-03-04 11:09:25.871053
0	20150212	1026	816	985	957	2016-03-04 11:09:25.871066
0	20150213	1031	854	1010	975	2016-03-04 11:09:25.871079
0	20150214	1055	890	1019	992	2016-03-04 11:09:25.871093
0	20150215	1069	925	1048	1023	2016-03-04 11:09:25.871106
0	20150216	1108	930	1074	1045	2016-03-04 11:09:25.871119
0	20150217	1119	946	1112	1078	2016-03-04 11:09:25.871132
0	20150218	1147	975	1146	1104	2016-03-04 11:09:25.871145
0	20150219	1176	981	1177	1135	2016-03-04 11:09:25.871158
0	20150220	1206	1008	1211	1171	2016-03-04 11:09:25.871171
0	20150221	1229	1047	1242	1183	2016-03-04 11:09:25.871184
0	20150222	1255	1070	1263	1212	2016-03-04 11:09:25.871197
0	20150223	1271	1080	1297	1248	2016-03-04 11:09:25.871210
0	20150224	1311	1099	1304	1264	2016-03-04 11:09:25.871223
0	20150225	1334	1132	1335	1298	2016-03-04 11:09:25.871236
0	20150226	1354	1142	1346	1335	2016-03-04 11:09:25.871250
0	20150227	1391	1179	1358	1357	2016-03-04 11:09:25.871263
0	20150228	1401	1202	1368	1393	2016-03-04 11:09:25.871276
0	20150301	1411	1240	1381	1427	2016-03-04 11:09:25.871289
0	20150302	1439	1252	1402	1456	2016-03-04 11:09:25.871302
0	20150303	1452	1291	1417	1487	2016-03-04 11:09:25.871315
0	20150304	1481	1327	1452	1492	2016-03-04 11:09:25.871328
0	20150305	1509	1337	1460	1524	2016-03-04 11:09:25.871341
0	20150306	1533	1373	1498	1538	2016-03-04 11:09:25.871354
0	20150307	1566	1393	1508	1563	2016-03-04 11:09:25.871368
0	20150308	1571	1423	1527	1595	2016-03-04 11:09:25.871380
0	20150309	1594	1448	1559	1610	2016-03-04 11:09:25.871393
0	20150310	1601	1482	1585	1617	2016-03-04 11:09:25.871406
0	20150311	1633	1495	1609	1641	2016-03-04 11:09:25.871419
0	20150312	1663	1502	1616	1681	2016-03-04 11:09:25.871432
0	20150313	1690	1525	1652	1719	2016-03-04 11:09:25.871446
0	20150314	1712	1542	1663	1754	2016-03-04 11:09:25.871459
0	20150315	1726	1581	1669	1767	2016-03-04 11:09:25.871481
0	20150316	1759	1616	1700	1777	2016-03-04 11:09:25.871496
0	20150317	1792	1641	1736	1791	2016-03-04 11:09:25.871510
0	20150318	1830	1673	1776	1815	2016-03-04 11:09:25.871523
0	20150319	1853	1685	1815	1837	2016-03-04 11:09:25.871536
0	20150320	1885	1704	1823	1863	2016-03-04 11:09:25.871549
0	20150321	1901	1737	1856	1902	2016-03-04 11:09:25.871562
0	20150322	1935	1744	1873	1920	2016-03-04 11:09:25.871580
0	20150323	1942	1774	1880	1952	2016-03-04 11:09:25.871594
0	20150324	1961	1788	1905	1986	2016-03-04 11:09:25.871607
0	20150325	1997	1810	1911	2001	2016-03-04 11:09:25.871620
0	20150326	2010	1844	1931	2031	2016-03-04 11:09:25.871633
0	20150327	2016	1874	1943	2045	2016-03-04 11:09:25.871646
0	20150328	2052	1909	1978	2063	2016-03-04 11:09:25.871659
0	20150329	2074	1924	2016	2101	2016-03-04 11:09:25.871672
0	20150330	2092	1934	2023	2136	2016-03-04 11:09:25.871685
0	20150331	2126	1947	2062	2160	2016-03-04 11:09:25.871697
0	20150401	2159	1965	2078	2167	2016-03-04 11:09:25.871710
0	20150402	2186	1974	2104	2201	2016-03-04 11:09:25.871723
0	20150403	2214	1990	2136	2241	2016-03-04 11:09:25.871736
0	20150404	2230	2030	2166	2253	2016-03-04 11:09:25.871749
0	20150405	2242	2053	2175	2258	2016-03-04 11:09:25.871762
0	20150406	2264	2082	2185	2274	2016-03-04 11:09:25.871775
0	20150407	2292	2117	2208	2279	2016-03-04 11:09:25.871788
0	20150408	2298	2157	2216	2310	2016-03-04 11:09:25.871800
0	20150409	2304	2191	2235	2350	2016-03-04 11:09:25.871813
0	20150410	2319	2220	2272	2389	2016-03-04 11:09:25.871826
0	20150411	2339	2246	2294	2394	2016-03-04 11:09:25.871839
0	20150412	2374	2283	2330	2414	2016-03-04 11:09:25.871852
0	20150413	2411	2298	2365	2442	2016-03-04 11:09:25.871865
0	20150414	2442	2316	2391	2456	2016-03-04 11:09:25.871878
0	20150415	2460	2344	2422	2470	2016-03-04 11:09:25.871891
0	20150416	2470	2353	2442	2505	2016-03-04 11:09:25.871904
0	20150417	2508	2364	2453	2517	2016-03-04 11:09:25.871917
0	20150418	2546	2386	2480	2533	2016-03-04 11:09:25.871930
0	20150419	2562	2402	2514	2569	2016-03-04 11:09:25.871943
0	20150420	2591	2430	2547	2589	2016-03-04 11:09:25.871956
0	20150421	2622	2438	2582	2607	2016-03-04 11:09:25.871969
0	20150422	2641	2463	2613	2612	2016-03-04 11:09:25.871982
0	20150423	2660	2474	2633	2645	2016-03-04 11:09:25.871995
0	20150424	2698	2484	2645	2657	2016-03-04 11:09:25.872008
0	20150425	2711	2492	2655	2683	2016-03-04 11:09:25.872020
0	20150426	2748	2526	2691	2703	2016-03-04 11:09:25.872033
0	20150427	2776	2551	2707	2710	2016-03-04 11:09:25.872046
0	20150428	2789	2580	2712	2730	2016-03-04 11:09:25.872059
0	20150429	2798	2592	2739	2744	2016-03-04 11:09:25.872072
0	20150430	2808	2625	2756	2750	2016-03-04 11:09:25.872085
0	20150501	2842	2631	2765	2770	2016-03-04 11:09:25.872098
0	20150502	2868	2646	2803	2799	2016-03-04 11:09:25.872110
0	20150503	2887	2679	2819	2805	2016-03-04 11:09:25.872123
0	20150504	2919	2696	2846	2820	2016-03-04 11:09:25.872136
0	20150505	2932	2717	2851	2855	2016-03-04 11:09:25.872149
0	20150506	2965	2743	2875	2890	2016-03-04 11:09:25.872162
0	20150507	2981	2780	2893	2905	2016-03-04 11:09:25.872175
0	20150508	3016	2806	2913	2933	2016-03-04 11:09:25.872188
0	20150509	3040	2819	2919	2953	2016-03-04 11:09:25.872201
0	20150510	3080	2843	2958	2963	2016-03-04 11:09:25.872214
0	20150511	3100	2860	2969	2972	2016-03-04 11:09:25.872227
0	20150512	3122	2870	2988	3004	2016-03-04 11:09:25.872240
0	20150513	3136	2889	3028	3029	2016-03-04 11:09:25.872253
0	20150514	3171	2906	3045	3062	2016-03-04 11:09:25.872266
0	20150515	3198	2940	3076	3071	2016-03-04 11:09:25.872280
0	20150516	3219	2968	3110	3111	2016-03-04 11:09:25.872293
0	20150517	3245	2987	3132	3131	2016-03-04 11:09:25.872306
0	20150518	3272	3022	3142	3153	2016-03-04 11:09:25.872319
0	20150519	3277	3038	3153	3184	2016-03-04 11:09:25.872332
0	20150520	3294	3052	3173	3198	2016-03-04 11:09:25.872345
0	20150521	3306	3068	3194	3227	2016-03-04 11:09:25.872358
0	20150522	3341	3084	3208	3240	2016-03-04 11:09:25.872371
0	20150523	3353	3122	3229	3256	2016-03-04 11:09:25.872384
0	20150524	3380	3158	3255	3288	2016-03-04 11:09:25.872404
0	20150525	3401	3174	3293	3316	2016-03-04 11:09:25.872419
0	20150526	3412	3212	3326	3340	2016-03-04 11:09:25.872432
0	20150527	3424	3219	3338	3359	2016-03-04 11:09:25.872445
0	20150528	3431	3249	3355	3364	2016-03-04 11:09:25.872458
0	20150529	3466	3272	3385	3395	2016-03-04 11:09:25.872471
0	20150530	3499	3281	3394	3427	2016-03-04 11:09:25.872484
0	20150531	3525	3295	3423	3449	2016-03-04 11:09:25.872497
0	20150601	3530	3323	3439	3455	2016-03-04 11:09:25.872511
0	20150602	3562	3348	3459	3461	2016-03-04 11:09:25.872524
0	20150603	3568	3356	3491	3491	2016-03-04 11:09:25.872537
0	20150604	3592	3366	3522	3510	2016-03-04 11:09:25.872550
0	20150605	3609	3387	3554	3534	2016-03-04 11:09:25.872563
0	20150606	3618	3414	3576	3567	2016-03-04 11:09:25.872589
0	20150607	3640	3425	3616	3603	2016-03-04 11:09:25.872604
0	20150608	3656	3459	3646	3632	2016-03-04 11:09:25.872628
0	20150609	3694	3480	3679	3638	2016-03-04 11:09:25.872641
0	20150610	3729	3501	3717	3645	2016-03-04 11:09:25.872654
0	20150611	3743	3521	3734	3680	2016-03-04 11:09:25.872667
0	20150612	3782	3550	3763	3719	2016-03-04 11:09:25.872680
0	20150613	3821	3561	3788	3755	2016-03-04 11:09:25.872693
0	20150614	3838	3582	3794	3795	2016-03-04 11:09:25.872706
0	20150615	3875	3610	3819	3801	2016-03-04 11:09:25.872718
0	20150616	3906	3643	3852	3838	2016-03-04 11:09:25.872731
0	20150617	3913	3677	3866	3869	2016-03-04 11:09:25.872744
0	20150618	3946	3695	3896	3890	2016-03-04 11:09:25.872758
0	20150619	3959	3719	3914	3899	2016-03-04 11:09:25.872771
0	20150620	3977	3740	3919	3933	2016-03-04 11:09:25.872783
0	20150621	4014	3761	3930	3963	2016-03-04 11:09:25.872796
0	20150622	4028	3791	3955	3978	2016-03-04 11:09:25.872810
0	20150623	4059	3797	3974	4001	2016-03-04 11:09:25.872823
0	20150624	4073	3815	3997	4035	2016-03-04 11:09:25.872836
0	20150625	4109	3830	4035	4050	2016-03-04 11:09:25.872848
0	20150626	4116	3868	4055	4090	2016-03-04 11:09:25.872861
0	20150627	4141	3894	4065	4113	2016-03-04 11:09:25.872874
0	20150628	4162	3921	4079	4147	2016-03-04 11:09:25.872887
0	20150629	4170	3950	4096	4170	2016-03-04 11:09:25.872900
0	20150630	4176	3979	4120	4182	2016-03-04 11:09:25.872913
0	20150701	4216	4006	4139	4191	2016-03-04 11:09:25.872926
0	20150702	4231	4045	4144	4223	2016-03-04 11:09:25.872939
0	20150703	4265	4066	4161	4236	2016-03-04 11:09:25.872952
0	20150704	4274	4081	4181	4270	2016-03-04 11:09:25.872965
0	20150705	4308	4112	4194	4284	2016-03-04 11:09:25.872978
0	20150706	4335	4150	4202	4293	2016-03-04 11:09:25.872991
0	20150707	4350	4170	4241	4323	2016-03-04 11:09:25.873004
0	20150708	4364	4180	4280	4340	2016-03-04 11:09:25.873017
0	20150709	4387	4193	4296	4379	2016-03-04 11:09:25.873030
0	20150710	4422	4206	4308	4419	2016-03-04 11:09:25.873043
0	20150711	4452	4234	4326	4431	2016-03-04 11:09:25.873056
0	20150712	4468	4268	4349	4457	2016-03-04 11:09:25.873069
0	20150713	4491	4301	4376	4467	2016-03-04 11:09:25.873081
0	20150714	4497	4306	4399	4474	2016-03-04 11:09:25.873094
0	20150715	4520	4319	4410	4481	2016-03-04 11:09:25.873107
0	20150716	4535	4335	4440	4487	2016-03-04 11:09:25.873120
0	20150717	4571	4344	4451	4496	2016-03-04 11:09:25.873133
0	20150718	4585	4354	4465	4506	2016-03-04 11:09:25.873146
0	20150719	4612	4359	4476	4536	2016-03-04 11:09:25.873159
0	20150720	4636	4376	4503	4544	2016-03-04 11:09:25.873172
0	20150721	4661	4407	4522	4567	2016-03-04 11:09:25.873185
0	20150722	4675	4424	4537	4593	2016-03-04 11:09:25.873198
0	20150723	4699	4435	4557	4610	2016-03-04 11:09:25.873211
0	20150724	4735	4474	4570	4638	2016-03-04 11:09:25.873224
0	20150725	4752	4503	4607	4670	2016-03-04 11:09:25.873237
0	20150726	4762	4526	4628	4699	2016-03-04 11:09:25.873250
0	20150727	4802	4541	4639	4727	2016-03-04 11:09:25.873263
0	20150728	4837	4577	4679	4738	2016-03-04 11:09:25.873276
0	20150729	4862	4592	4698	4777	2016-03-04 11:09:25.873289
0	20150730	4897	4615	4714	4798	2016-03-04 11:09:25.873302
0	20150731	4927	4652	4734	4824	2016-03-04 11:09:25.873314
0	20150801	4949	4678	4740	4851	2016-03-04 11:09:25.873335
0	20150802	4973	4689	4748	4887	2016-03-04 11:09:25.873350
0	20150803	4981	4718	4753	4926	2016-03-04 11:09:25.873363
0	20150804	5008	4738	4763	4956	2016-03-04 11:09:25.873376
0	20150805	5045	4755	4779	4988	2016-03-04 11:09:25.873389
0	20150806	5054	4761	4788	5018	2016-03-04 11:09:25.873402
0	20150807	5092	4800	4820	5054	2016-03-04 11:09:25.873415
0	20150808	5117	4818	4855	5080	2016-03-04 11:09:25.873429
0	20150809	5143	4852	4873	5087	2016-03-04 11:09:25.873442
0	20150810	5155	4876	4882	5094	2016-03-04 11:09:25.873455
0	20150811	5176	4898	4921	5106	2016-03-04 11:09:25.873468
0	20150812	5191	4914	4930	5131	2016-03-04 11:09:25.873481
0	20150813	5219	4922	4935	5142	2016-03-04 11:09:25.873494
0	20150814	5257	4949	4974	5156	2016-03-04 11:09:25.873507
0	20150815	5291	4966	5010	5168	2016-03-04 11:09:25.873520
0	20150816	5315	4982	5021	5183	2016-03-04 11:09:25.873544
0	20150817	5350	5010	5033	5201	2016-03-04 11:09:25.873558
0	20150818	5358	5031	5061	5220	2016-03-04 11:09:25.873575
0	20150819	5387	5042	5097	5233	2016-03-04 11:09:25.873590
0	20150820	5409	5059	5106	5262	2016-03-04 11:09:25.873604
0	20150821	5440	5067	5123	5285	2016-03-04 11:09:25.873618
0	20150822	5464	5097	5146	5302	2016-03-04 11:09:25.873632
0	20150823	5474	5112	5171	5312	2016-03-04 11:09:25.873646
0	20150824	5503	5150	5186	5320	2016-03-04 11:09:25.873660
0	20150825	5512	5171	5193	5357	2016-03-04 11:09:25.873673
0	20150826	5531	5180	5200	5388	2016-03-04 11:09:25.873687
0	20150827	5566	5214	5221	5396	2016-03-04 11:09:25.873701
0	20150828	5596	5251	5248	5423	2016-03-04 11:09:25.873715
0	20150829	5628	5276	5264	5461	2016-03-04 11:09:25.873729
0	20150830	5649	5305	5287	5475	2016-03-04 11:09:25.873743
0	20150831	5683	5338	5319	5505	2016-03-04 11:09:25.873757
0	20150901	5708	5343	5356	5545	2016-03-04 11:09:25.873771
0	20150902	5732	5353	5371	5564	2016-03-04 11:09:25.873785
0	20150903	5771	5379	5395	5575	2016-03-04 11:09:25.873799
0	20150904	5810	5396	5415	5584	2016-03-04 11:09:25.873813
0	20150905	5830	5410	5422	5590	2016-03-04 11:09:25.873827
0	20150906	5854	5446	5431	5612	2016-03-04 11:09:25.873840
0	20150907	5891	5485	5448	5630	2016-03-04 11:09:25.873854
0	20150908	5917	5503	5476	5668	2016-03-04 11:09:25.873868
0	20150909	5955	5521	5484	5680	2016-03-04 11:09:25.873882
0	20150910	5984	5553	5502	5686	2016-03-04 11:09:25.873896
0	20150911	6003	5568	5526	5714	2016-03-04 11:09:25.873910
0	20150912	6019	5591	5543	5721	2016-03-04 11:09:25.873924
0	20150913	6030	5622	5561	5742	2016-03-04 11:09:25.873938
0	20150914	6044	5653	5574	5755	2016-03-04 11:09:25.873951
0	20150915	6049	5661	5581	5771	2016-03-04 11:09:25.873965
0	20150916	6083	5685	5600	5791	2016-03-04 11:09:25.873979
