0	domain 0 - 0
1	domain 0 - 1
2	domain 0 - 2
3	domain 0 - 3
4	domain 0 - 4
5	domain 0 - 5
6	domain 0 - 6
7	domain 0 - 7
8	domain 0 - 8
9	domain 0 - 9
10	domain 0 - 10
11	domain 0 - 11
12	domain 0 - 12
13	domain 0 - 13
14	domain 0 - 14
15	domain 0 - 15
16	domain 0 - 16
17	domain 0 - 17
18	domain 0 - 18
19	domain 0 - 19
20	domain 0 - 20
21	domain 0 - 21
22	domain 0 - 22
23	domain 0 - 23
24	domain 0 - 24
25	domain 0 - 25
26	domain 0 - 26
27	domain 0 - 27
28	domain 0 - 28
29	domain 0 - 29
30	domain 0 - 30
31	domain 0 - 31
32	domain 0 - 32
33	domain 0 - 33
34	domain 0 - 34
35	domain 0 - 35
36	domain 0 - 36
37	domain 0 - 37
38	domain 0 - 38
39	domain 0 - 39
40	domain 0 - 40
41	domain 0 - 41
42	domain 0 - 42
43	domain 0 - 43
44	domain 0 - 44
45	domain 0 - 45
46	domain 0 - 46
47	domain 0 - 47
48	domain 0 - 48
49	domain 0 - 49
50	domain 0 - 50
51	domain 0 - 51
52	domain 0 - 52
53	domain 0 - 53
54	domain 0 - 54
55	domain 0 - 55
56	domain 0 - 56
57	domain 0 - 57
58	domain 0 - 58
59	domain 0 - 59
60	domain 0 - 60
61	domain 0 - 61
62	domain 0 - 62
63	domain 0 - 63
64	domain 0 - 64
65	domain 0 - 65
66	domain 0 - 66
67	domain 0 - 67
68	domain 0 - 68
69	domain 0 - 69
70	domain 0 - 70
71	domain 0 - 71
72	domain 0 - 72
73	domain 0 - 73
74	domain 0 - 74
75	domain 0 - 75
76	domain 0 - 76
77	domain 0 - 77
78	domain 0 - 78
79	domain 0 - 79
80	domain 0 - 80
81	domain 0 - 81
82	domain 0 - 82
83	domain 0 - 83
84	domain 0 - 84
85	domain 0 - 85
86	domain 0 - 86
87	domain 0 - 87
88	domain 0 - 88
89	domain 0 - 89
90	domain 0 - 90
91	domain 0 - 91
92	domain 0 - 92
93	domain 0 - 93
94	domain 0 - 94
95	domain 0 - 95
96	domain 0 - 96
97	domain 0 - 97
98	domain 0 - 98
99	domain 0 - 99
100	domain 1 - 0
101	domain 1 - 1
102	domain 1 - 2
103	domain 1 - 3
104	domain 1 - 4
105	domain 1 - 5
106	domain 1 - 6
107	domain 1 - 7
108	domain 1 - 8
109	domain 1 - 9
110	domain 1 - 10
111	domain 1 - 11
112	domain 1 - 12
113	domain 1 - 13
114	domain 1 - 14
115	domain 1 - 15
116	domain 1 - 16
117	domain 1 - 17
118	domain 1 - 18
119	domain 1 - 19
120	domain 1 - 20
121	domain 1 - 21
122	domain 1 - 22
123	domain 1 - 23
124	domain 1 - 24
125	domain 1 - 25
126	domain 1 - 26
127	domain 1 - 27
128	domain 1 - 28
129	domain 1 - 29
130	domain 1 - 30
131	domain 1 - 31
132	domain 1 - 32
133	domain 1 - 33
134	domain 1 - 34
135	domain 1 - 35
136	domain 1 - 36
137	domain 1 - 37
138	domain 1 - 38
139	domain 1 - 39
140	domain 1 - 40
141	domain 1 - 41
142	domain 1 - 42
143	domain 1 - 43
144	domain 1 - 44
145	domain 1 - 45
146	domain 1 - 46
147	domain 1 - 47
148	domain 1 - 48
149	domain 1 - 49
150	domain 1 - 50
151	domain 1 - 51
152	domain 1 - 52
153	domain 1 - 53
154	domain 1 - 54
155	domain 1 - 55
156	domain 1 - 56
157	domain 1 - 57
158	domain 1 - 58
159	domain 1 - 59
160	domain 1 - 60
161	domain 1 - 61
162	domain 1 - 62
163	domain 1 - 63
164	domain 1 - 64
165	domain 1 - 65
166	domain 1 - 66
167	domain 1 - 67
168	domain 1 - 68
169	domain 1 - 69
170	domain 1 - 70
171	domain 1 - 71
172	domain 1 - 72
173	domain 1 - 73
174	domain 1 - 74
175	domain 1 - 75
176	domain 1 - 76
177	domain 1 - 77
178	domain 1 - 78
179	domain 1 - 79
180	domain 1 - 80
181	domain 1 - 81
182	domain 1 - 82
183	domain 1 - 83
184	domain 1 - 84
185	domain 1 - 85
186	domain 1 - 86
187	domain 1 - 87
188	domain 1 - 88
189	domain 1 - 89
190	domain 1 - 90
191	domain 1 - 91
192	domain 1 - 92
193	domain 1 - 93
194	domain 1 - 94
195	domain 1 - 95
196	domain 1 - 96
197	domain 1 - 97
198	domain 1 - 98
199	domain 1 - 99
200	domain 2 - 0
201	domain 2 - 1
202	domain 2 - 2
203	domain 2 - 3
204	domain 2 - 4
205	domain 2 - 5
206	domain 2 - 6
207	domain 2 - 7
208	domain 2 - 8
209	domain 2 - 9
210	domain 2 - 10
211	domain 2 - 11
212	domain 2 - 12
213	domain 2 - 13
214	domain 2 - 14
215	domain 2 - 15
216	domain 2 - 16
217	domain 2 - 17
218	domain 2 - 18
219	domain 2 - 19
220	domain 2 - 20
221	domain 2 - 21
222	domain 2 - 22
223	domain 2 - 23
224	domain 2 - 24
225	domain 2 - 25
226	domain 2 - 26
227	domain 2 - 27
228	domain 2 - 28
229	domain 2 - 29
230	domain 2 - 30
231	domain 2 - 31
232	domain 2 - 32
233	domain 2 - 33
234	domain 2 - 34
235	domain 2 - 35
236	domain 2 - 36
237	domain 2 - 37
238	domain 2 - 38
239	domain 2 - 39
240	domain 2 - 40
241	domain 2 - 41
242	domain 2 - 42
243	domain 2 - 43
