0	2016-12-18 15:46:03.575273	0	Post 0 - 0	946	5852	2018-01-16 15:46:03.575312
0	2017-05-17 15:46:03.575330	1	Post 0 - 1	4297	9031	2018-01-16 15:46:03.575354
0	2017-02-08 15:46:03.575364	2	Post 0 - 2	11832	1978	2018-01-16 15:46:03.575375
0	2017-11-18 15:46:03.575384	3	Post 0 - 3	16976	2646	2018-01-16 15:46:03.575395
0	2016-10-18 15:46:03.575404	4	Post 0 - 4	1697	7719	2018-01-16 15:46:03.575414
0	2016-09-05 15:46:03.575423	5	Post 0 - 5	2073	7588	2018-01-16 15:46:03.575433
0	2017-04-21 15:46:03.575441	6	Post 0 - 6	15894	1479	2018-01-16 15:46:03.575451
0	2016-12-01 15:46:03.575460	7	Post 0 - 7	18057	3873	2018-01-16 15:46:03.575470
0	2017-11-06 15:46:03.575479	8	Post 0 - 8	18906	9503	2018-01-16 15:46:03.575489
0	2017-09-22 15:46:03.575498	9	Post 0 - 9	4550	2586	2018-01-16 15:46:03.575508
0	2017-07-21 15:46:03.575516	10	Post 0 - 10	1878	6269	2018-01-16 15:46:03.575526
0	2017-12-29 15:46:03.575535	11	Post 0 - 11	10667	9620	2018-01-16 15:46:03.575545
0	2016-12-25 15:46:03.575554	12	Post 0 - 12	8426	4509	2018-01-16 15:46:03.575564
0	2016-11-23 15:46:03.575572	13	Post 0 - 13	1135	6459	2018-01-16 15:46:03.575582
0	2016-12-04 15:46:03.575591	14	Post 0 - 14	19511	2570	2018-01-16 15:46:03.575601
0	2016-12-10 15:46:03.575609	15	Post 0 - 15	4525	7629	2018-01-16 15:46:03.575619
0	2017-01-27 15:46:03.575628	16	Post 0 - 16	521	1708	2018-01-16 15:46:03.575637
0	2016-10-09 15:46:03.575646	17	Post 0 - 17	13696	1061	2018-01-16 15:46:03.575656
0	2016-11-19 15:46:03.575665	18	Post 0 - 18	11291	4278	2018-01-16 15:46:03.575675
0	2017-11-14 15:46:03.575683	19	Post 0 - 19	19238	5631	2018-01-16 15:46:03.575693
0	2017-01-04 15:46:03.575702	20	Post 0 - 20	1033	6373	2018-01-16 15:46:03.575711
0	2016-06-19 15:46:03.575720	21	Post 0 - 21	18894	2040	2018-01-16 15:46:03.575730
0	2016-12-15 15:46:03.575739	22	Post 0 - 22	13972	3585	2018-01-16 15:46:03.575749
0	2016-09-22 15:46:03.575758	23	Post 0 - 23	16339	5242	2018-01-16 15:46:03.575767
0	2017-03-10 15:46:03.575776	24	Post 0 - 24	7769	1874	2018-01-16 15:46:03.575786
0	2016-10-10 15:46:03.575795	25	Post 0 - 25	15864	5135	2018-01-16 15:46:03.575804
0	2017-04-01 15:46:03.575813	26	Post 0 - 26	19212	7058	2018-01-16 15:46:03.575823
0	2017-06-15 15:46:03.575832	27	Post 0 - 27	9816	1092	2018-01-16 15:46:03.575841
0	2017-11-29 15:46:03.575850	28	Post 0 - 28	1413	5475	2018-01-16 15:46:03.575860
0	2016-11-02 15:46:03.575869	29	Post 0 - 29	18288	4521	2018-01-16 15:46:03.575878
0	2017-11-01 15:46:03.575887	30	Post 0 - 30	16320	3951	2018-01-16 15:46:03.575897
0	2017-09-21 15:46:03.575906	31	Post 0 - 31	3817	2776	2018-01-16 15:46:03.575915
0	2017-09-08 15:46:03.575924	32	Post 0 - 32	17031	5535	2018-01-16 15:46:03.575934
0	2016-08-10 15:46:03.575942	33	Post 0 - 33	3878	6886	2018-01-16 15:46:03.575952
0	2016-10-26 15:46:03.575971	34	Post 0 - 34	10551	1296	2018-01-16 15:46:03.575982
0	2017-01-16 15:46:03.576001	35	Post 0 - 35	9043	9916	2018-01-16 15:46:03.576029
0	2016-11-18 15:46:03.576056	36	Post 0 - 36	1718	6591	2018-01-16 15:46:03.576070
0	2016-09-19 15:46:03.576081	37	Post 0 - 37	8032	8352	2018-01-16 15:46:03.576095
0	2016-06-26 15:46:03.576109	38	Post 0 - 38	2803	7950	2018-01-16 15:46:03.576121
0	2016-06-18 15:46:03.576141	39	Post 0 - 39	2401	7243	2018-01-16 15:46:03.576152
0	2017-03-04 15:46:03.576160	40	Post 0 - 40	19192	4163	2018-01-16 15:46:03.576170
0	2017-10-26 15:46:03.576179	41	Post 0 - 41	16737	9801	2018-01-16 15:46:03.576189
0	2016-06-07 15:46:03.576198	42	Post 0 - 42	2347	6419	2018-01-16 15:46:03.576208
0	2017-02-07 15:46:03.576217	43	Post 0 - 43	9137	5595	2018-01-16 15:46:03.576227
0	2016-07-08 15:46:03.576235	44	Post 0 - 44	9928	6219	2018-01-16 15:46:03.576245
0	2017-10-04 15:46:03.576254	45	Post 0 - 45	12971	9296	2018-01-16 15:46:03.576264
0	2017-04-16 15:46:03.576273	46	Post 0 - 46	2856	2441	2018-01-16 15:46:03.576283
0	2017-07-02 15:46:03.576291	47	Post 0 - 47	4292	3770	2018-01-16 15:46:03.576301
0	2017-09-18 15:46:03.576310	48	Post 0 - 48	714	3451	2018-01-16 15:46:03.576320
0	2017-02-26 15:46:03.576329	49	Post 0 - 49	12000	6305	2018-01-16 15:46:03.576339
0	2016-06-13 15:46:03.576371	50	Post 0 - 50	13286	8428	2018-01-16 15:46:03.576383
0	2017-07-02 15:46:03.576393	51	Post 0 - 51	12618	2609	2018-01-16 15:46:03.576403
0	2017-09-17 15:46:03.576412	52	Post 0 - 52	9217	9476	2018-01-16 15:46:03.576422
0	2016-09-24 15:46:03.576431	53	Post 0 - 53	9355	5559	2018-01-16 15:46:03.576440
0	2017-03-14 15:46:03.576449	54	Post 0 - 54	1191	9189	2018-01-16 15:46:03.576459
0	2017-04-30 15:46:03.576468	55	Post 0 - 55	5200	9757	2018-01-16 15:46:03.576478
0	2017-04-04 15:46:03.576486	56	Post 0 - 56	4805	4512	2018-01-16 15:46:03.576496
0	2016-08-30 15:46:03.576505	57	Post 0 - 57	16764	4263	2018-01-16 15:46:03.576515
0	2016-12-30 15:46:03.576524	58	Post 0 - 58	13529	6331	2018-01-16 15:46:03.576534
0	2017-07-20 15:46:03.576542	59	Post 0 - 59	489	7471	2018-01-16 15:46:03.576552
0	2016-07-25 15:46:03.576561	60	Post 0 - 60	6879	6269	2018-01-16 15:46:03.576571
0	2017-04-24 15:46:03.576579	61	Post 0 - 61	1261	9242	2018-01-16 15:46:03.576589
0	2017-06-03 15:46:03.576598	62	Post 0 - 62	14492	8367	2018-01-16 15:46:03.576608
0	2017-06-08 15:46:03.576627	63	Post 0 - 63	17096	4420	2018-01-16 15:46:03.576638
0	2016-11-01 15:46:03.576658	64	Post 0 - 64	4062	1883	2018-01-16 15:46:03.576668
0	2017-10-02 15:46:03.576677	65	Post 0 - 65	3934	9348	2018-01-16 15:46:03.576687
0	2017-06-14 15:46:03.576696	66	Post 0 - 66	10992	1062	2018-01-16 15:46:03.576706
0	2016-09-14 15:46:03.576715	67	Post 0 - 67	9077	2951	2018-01-16 15:46:03.576724
0	2017-02-25 15:46:03.576733	68	Post 0 - 68	1324	3324	2018-01-16 15:46:03.576743
0	2016-11-04 15:46:03.576753	69	Post 0 - 69	11607	8659	2018-01-16 15:46:03.576763
0	2017-08-13 15:46:03.576772	70	Post 0 - 70	10987	2671	2018-01-16 15:46:03.576782
0	2017-01-10 15:46:03.576790	71	Post 0 - 71	8008	5338	2018-01-16 15:46:03.576800
0	2016-07-21 15:46:03.576809	72	Post 0 - 72	11798	5731	2018-01-16 15:46:03.576819
0	2016-07-10 15:46:03.576827	73	Post 0 - 73	19255	1420	2018-01-16 15:46:03.576837
0	2017-06-19 15:46:03.576846	74	Post 0 - 74	3596	5753	2018-01-16 15:46:03.576856
0	2016-09-11 15:46:03.576865	75	Post 0 - 75	1675	5335	2018-01-16 15:46:03.576875
