0	20150101	39	34	34	39	7	hashtag_0
0	20150102	66	45	52	53	37	hashtag_0
0	20150103	76	58	72	87	73	hashtag_0
0	20150104	106	92	79	101	107	hashtag_0
0	20150105	129	122	84	125	118	hashtag_0
0	20150106	148	152	118	158	147	hashtag_0
0	20150107	176	187	140	183	183	hashtag_0
0	20150108	216	213	171	200	193	hashtag_0
0	20150109	222	229	202	230	212	hashtag_0
0	20150110	258	254	233	262	225	hashtag_0
0	20150111	275	278	264	302	261	hashtag_0
0	20150112	289	284	284	312	269	hashtag_0
0	20150113	304	292	310	335	287	hashtag_0
0	20150114	321	304	319	359	299	hashtag_0
0	20150115	326	314	339	390	332	hashtag_0
0	20150116	363	321	379	407	359	hashtag_0
0	20150117	398	343	408	446	385	hashtag_0
0	20150118	415	374	437	470	408	hashtag_0
0	20150119	446	384	472	495	421	hashtag_0
0	20150120	457	424	481	524	445	hashtag_0
0	20150121	485	446	521	540	466	hashtag_0
0	20150122	523	480	551	570	473	hashtag_0
0	20150123	542	491	580	604	492	hashtag_0
0	20150124	579	520	603	626	511	hashtag_0
0	20150125	602	542	634	641	519	hashtag_0
0	20150126	610	554	647	670	550	hashtag_0
0	20150127	615	561	675	703	558	hashtag_0
0	20150128	624	593	687	713	589	hashtag_0
0	20150129	632	598	715	732	616	hashtag_0
0	20150130	665	635	750	745	639	hashtag_0
0	20150131	704	675	758	764	669	hashtag_0
0	20150201	744	689	777	790	703	hashtag_0
0	20150202	750	710	798	818	725	hashtag_0
0	20150203	775	722	829	826	730	hashtag_0
0	20150204	795	747	846	860	756	hashtag_0
0	20150205	810	781	880	877	761	hashtag_0
0	20150206	848	811	920	890	787	hashtag_0
0	20150207	861	825	936	905	825	hashtag_0
0	20150208	895	846	941	918	862	hashtag_0
0	20150209	934	860	971	945	871	hashtag_0
0	20150210	939	899	997	958	890	hashtag_0
0	20150211	961	937	1012	989	914	hashtag_0
0	20150212	972	977	1030	994	926	hashtag_0
0	20150213	1001	988	1039	1031	949	hashtag_0
0	20150214	1016	1020	1048	1050	979	hashtag_0
0	20150215	1022	1034	1053	1076	986	hashtag_0
0	20150216	1037	1057	1078	1097	992	hashtag_0
0	20150217	1060	1063	1086	1117	1019	hashtag_0
0	20150218	1077	1068	1119	1157	1042	hashtag_0
0	20150219	1090	1077	1158	1196	1060	hashtag_0
0	20150220	1100	1100	1175	1231	1067	hashtag_0
0	20150221	1117	1120	1183	1239	1087	hashtag_0
0	20150222	1122	1152	1200	1278	1114	hashtag_0
0	20150223	1149	1163	1221	1309	1135	hashtag_0
0	20150224	1172	1168	1236	1315	1143	hashtag_0
0	20150225	1204	1185	1259	1352	1154	hashtag_0
0	20150226	1233	1194	1298	1358	1181	hashtag_0
0	20150227	1255	1218	1331	1365	1194	hashtag_0
0	20150228	1291	1235	1364	1396	1201	hashtag_0
0	20150301	1324	1269	1389	1431	1233	hashtag_0
0	20150302	1332	1279	1415	1462	1248	hashtag_0
0	20150303	1363	1293	1426	1480	1280	hashtag_0
0	20150304	1383	1299	1451	1494	1309	hashtag_0
0	20150305	1392	1318	1471	1520	1326	hashtag_0
0	20150306	1420	1356	1501	1532	1345	hashtag_0
0	20150307	1457	1379	1532	1564	1353	hashtag_0
0	20150308	1487	1396	1558	1592	1374	hashtag_0
0	20150309	1494	1429	1588	1605	1383	hashtag_0
0	20150310	1529	1443	1627	1633	1420	hashtag_0
0	20150311	1565	1480	1633	1673	1441	hashtag_0
0	20150312	1593	1509	1647	1688	1475	hashtag_0
0	20150313	1617	1516	1686	1706	1497	hashtag_0
0	20150314	1630	1553	1700	1726	1536	hashtag_0
0	20150315	1667	1584	1711	1741	1567	hashtag_0
0	20150316	1698	1606	1723	1779	1580	hashtag_0
0	20150317	1707	1623	1739	1787	1605	hashtag_0
0	20150318	1718	1631	1775	1824	1618	hashtag_0
0	20150319	1758	1664	1813	1860	1640	hashtag_0
0	20150320	1768	1700	1838	1889	1670	hashtag_0
0	20150321	1776	1733	1868	1928	1697	hashtag_0
0	20150322	1808	1772	1879	1964	1707	hashtag_0
0	20150323	1841	1786	1915	1994	1741	hashtag_0
0	20150324	1851	1804	1921	2019	1760	hashtag_0
0	20150325	1872	1817	1946	2040	1775	hashtag_0
0	20150326	1910	1851	1953	2050	1797	hashtag_0
0	20150327	1939	1867	1964	2079	1817	hashtag_0
0	20150328	1976	1876	1971	2102	1831	hashtag_0
0	20150329	1997	1911	2007	2132	1847	hashtag_0
0	20150330	2008	1934	2018	2149	1879	hashtag_0
0	20150331	2038	1942	2038	2175	1907	hashtag_0
0	20150401	2062	1963	2070	2193	1937	hashtag_0
0	20150402	2096	1995	2094	2199	1949	hashtag_0
0	20150403	2124	2032	2118	2208	1958	hashtag_0
0	20150404	2156	2037	2148	2214	1964	hashtag_0
0	20150405	2176	2062	2188	2237	1998	hashtag_0
0	20150406	2190	2098	2197	2273	2024	hashtag_0
0	20150407	2225	2126	2230	2287	2062	hashtag_0
0	20150408	2254	2140	2241	2293	2092	hashtag_0
0	20150409	2283	2175	2264	2316	2128	hashtag_0
0	20150410	2312	2193	2304	2349	2155	hashtag_0
0	20150411	2345	2233	2319	2363	2168	hashtag_0
0	20150412	2380	2241	2346	2381	2200	hashtag_0
0	20150413	2386	2264	2380	2418	2213	hashtag_0
0	20150414	2405	2302	2385	2452	2249	hashtag_0
0	20150415	2438	2313	2400	2480	2282	hashtag_0
0	20150416	2471	2343	2437	2508	2322	hashtag_0
0	20150417	2477	2369	2445	2529	2334	hashtag_0
0	20150418	2501	2394	2481	2540	2344	hashtag_0
0	20150419	2510	2400	2516	2567	2384	hashtag_0
0	20150420	2521	2439	2555	2585	2403	hashtag_0
0	20150421	2551	2449	2593	2592	2443	hashtag_0
0	20150422	2585	2468	2626	2600	2460	hashtag_0
0	20150423	2598	2503	2644	2623	2492	hashtag_0
0	20150424	2636	2528	2678	2646	2503	hashtag_0
0	20150425	2664	2547	2704	2662	2543	hashtag_0
0	20150426	2682	2586	2714	2692	2550	hashtag_0
0	20150427	2689	2606	2721	2712	2580	hashtag_0
0	20150428	2729	2642	2729	2727	2599	hashtag_0
0	20150429	2766	2681	2755	2754	2619	hashtag_0
0	20150430	2785	2721	2783	2792	2631	hashtag_0
0	20150501	2800	2753	2794	2830	2657	hashtag_0
0	20150502	2835	2766	2809	2838	2680	hashtag_0
0	20150503	2856	2790	2849	2873	2698	hashtag_0
0	20150504	2892	2813	2879	2878	2716	hashtag_0
0	20150505	2912	2836	2906	2918	2731	hashtag_0
0	20150506	2923	2844	2932	2939	2738	hashtag_0
0	20150507	2943	2862	2945	2962	2777	hashtag_0
0	20150508	2968	2892	2962	2976	2802	hashtag_0
0	20150509	3005	2928	2986	3013	2814	hashtag_0
0	20150510	3015	2952	3010	3053	2828	hashtag_0
0	20150511	3034	2985	3018	3087	2855	hashtag_0
0	20150512	3063	2992	3029	3092	2894	hashtag_0
0	20150513	3101	3012	3046	3102	2923	hashtag_0
0	20150514	3131	3020	3084	3119	2959	hashtag_0
0	20150515	3160	3051	3122	3155	2983	hashtag_0
0	20150516	3169	3068	3151	3170	3009	hashtag_0
0	20150517	3202	3075	3156	3195	3018	hashtag_0
0	20150518	3218	3113	3174	3235	3058	hashtag_0
